company,location_hq,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in_mil,year,latitude,longitude,mapped_industry,profit_margins,pe_ratio
Bishop Fox,Phoenix,USA,North America,50,2023-05-02,13.0,385,335,Security,Series B,146.0,2023,33.44838,-112.07404,Other,0.31267793340442784,149.10145341991296
Zoomo,Sydney,Australia,Australia,27,2023-05-02,8.0,338,311,Transportation,Series B,105.0,2023,-33.86785,151.20732,Other,0.31267793340442784,149.10145341991296
Cue Health,San Diego,USA,North America,326,2023-04-28,30.0,1087,761,Healthcare,Post-IPO,899.0,2023,32.71571,-117.16472,Healthcare,0.5421634367891365,286.19442704934613
N26,Berlin,Germany,Europe,71,2023-04-28,4.0,1775,1704,Finance,Series E,1700.0,2023,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Alteryx,Los Angeles,USA,North America,320,2023-04-27,11.0,2909,2589,Data,Post-IPO,613.0,2023,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Vroom,New York City,USA,North America,120,2023-04-27,11.0,1091,971,Transportation,Post-IPO,1300.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Greenhouse,New York City,USA,North America,100,2023-04-27,12.0,833,733,Recruiting,Private Equity …,110.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Megaport,Brisbane,Australia,Australia,50,2023-04-27,16.0,313,263,Infrastructure,Post-IPO,98.0,2023,-27.46794,153.02809,Other,0.31267793340442784,149.10145341991296
Airtasker,Sydney,Australia,Australia,45,2023-04-27,20.0,225,180,Retail,Series C,26.0,2023,-33.86785,151.20732,Consumer,0.17082623261628355,113.24898568126481
Tickertape,Bengaluru,India,Asia,29,2023-04-27,29.0,100,71,Finance,Seed,5.0,2023,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Teampay,New York City,USA,North America,30,2023-04-26,33.0,91,61,Finance,Series B,79.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Rapid,San Francisco Bay Area,USA,North America,115,2023-04-25,50.0,230,115,Finance,Series D,272.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Rapid,San Francisco Bay Area,USA,North America,70,2023-04-25,30.0,233,163,Finance,Series D,272.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Flink,Berlin,Germany,Europe,8000,2023-04-24,40.0,20000,12000,Food,Series B,1000.0,2023,52.52437,13.41053,Consumer,0.17082623261628355,113.24898568126481
BigPanda,San Francisco Bay Area,USA,North America,40,2023-04-24,13.0,308,268,Infrastructure,Series E,337.0,2023,37.48522,-122.23635,Other,0.31267793340442784,149.10145341991296
Lyft,San Francisco Bay Area,USA,North America,1072,2023-04-21,26.0,4123,3051,Transportation,Post-IPO,4900.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
BuzzFeed,New York City,USA,North America,180,2023-04-20,15.0,1200,1020,Media,Post-IPO,696.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Koo,Bengaluru,India,Asia,78,2023-04-20,30.0,260,182,Consumer,Series B,50.0,2023,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
Gloat,New York City,USA,North America,35,2023-04-20,12.0,292,257,HR,Series D,192.0,2023,40.71427,-74.00597,HR,0.06034258863211765,164.1777929426829
Opendoor,San Francisco Bay Area,USA,North America,560,2023-04-18,22.0,2545,1985,Real Estate,Post-IPO,1900.0,2023,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
Culture Amp,Melbourne,Australia,Australia,90,2023-04-18,9.0,1000,910,HR,Series F,257.0,2023,-37.814,144.96332,HR,0.06034258863211765,164.1777929426829
TRM Labs,San Francisco Bay Area,USA,North America,16,2023-04-18,9.0,178,162,Crypto,Series B,149.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Clearcover,Chicago,USA,North America,81,2023-04-17,15.0,540,459,Finance,Series D,304.0,2023,41.85003,-87.65005,Other,0.31267793340442784,149.10145341991296
Paper,Montreal,Canada,North America,81,2023-04-17,3.0,2700,2619,Education,Series D,389.0,2023,45.50884,-73.58781,Other,0.31267793340442784,149.10145341991296
Ynsect,Paris,France,Europe,17,2023-04-17,25.0,68,51,Food,Series D,579.0,2023,48.85341,2.3488,Consumer,0.17082623261628355,113.24898568126481
Drip Capital,San Francisco Bay Area,USA,North America,75,2023-04-14,20.0,375,300,Finance,Series C,85.0,2023,37.44188,-122.14302,Other,0.31267793340442784,149.10145341991296
Community Gami…,New York City,USA,North America,17,2023-04-14,17.0,100,83,Crypto,Series A,18.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Astronomer,Cincinnati,USA,North America,100,2023-04-13,40.0,250,150,Data,Series C,282.0,2023,39.12711,-84.51439,Other,0.31267793340442784,149.10145341991296
Milkrun,Sydney,Australia,Australia,400,2023-04-11,100.0,400,0,Food,Series A,86.0,2023,-33.86785,151.20732,Consumer,0.17082623261628355,113.24898568126481
Redfin,Seattle,USA,North America,201,2023-04-11,4.0,5025,4824,Real Estate,Post-IPO,320.0,2023,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
Flock Freight,San Diego,USA,North America,45,2023-04-10,8.0,563,518,Logistics,Series D,399.0,2023,32.71571,-117.16472,Other,0.31267793340442784,149.10145341991296
Simpl,Bengaluru,India,Asia,150,2023-04-09,25.0,600,450,Finance,Series B,71.0,2023,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Pear Therapeutics,Boston,USA,North America,170,2023-04-07,92.0,185,15,Healthcare,Post-IPO,409.0,2023,42.35843,-71.05977,Healthcare,0.5421634367891365,286.19442704934613
ZestMoney,Bengaluru,India,Asia,100,2023-04-07,20.0,500,400,Finance,Series C,120.0,2023,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Amplitude,San Francisco Bay Area,USA,North America,99,2023-04-05,13.0,762,663,Data,Post-IPO,311.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Talent.com,Montreal,Canada,North America,86,2023-04-05,18.0,478,392,Recruiting,Series B,150.0,2023,45.50884,-73.58781,Other,0.31267793340442784,149.10145341991296
Boost,New York City,USA,North America,15,2023-04-04,20.0,75,60,Finance,Series B,37.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Guideline,San Francisco Bay Area,USA,North America,48,2023-04-03,11.0,436,388,Finance,Series E,339.0,2023,37.5841,-122.36608,Other,0.31267793340442784,149.10145341991296
Domestika,Madrid,Spain,Europe,89,2023-03-31,45.0,198,109,Education,Series D,130.0,2023,40.4165,-3.70256,Other,0.31267793340442784,149.10145341991296
Roku,San Francisco Bay Area,USA,North America,200,2023-03-30,6.0,3333,3133,Media,Post-IPO,208.0,2023,37.33939,-121.89496,Other,0.31267793340442784,149.10145341991296
FanClash,Gurugram,India,Asia,100,2023-03-30,75.0,133,33,Consumer,Series B,50.0,2023,28.4601,77.02635,Consumer,0.17082623261628355,113.24898568126481
Loop,Austin,USA,North America,19,2023-03-30,25.0,76,57,Finance,Series A,24.0,2023,30.26715,-97.74306,Other,0.31267793340442784,149.10145341991296
Crossbeam,Philadelphia,USA,North America,17,2023-03-30,15.0,113,96,Sales,Series C,116.0,2023,39.95238,-75.16362,Other,0.31267793340442784,149.10145341991296
Electronic Arts,San Francisco Bay Area,USA,North America,780,2023-03-29,6.0,13000,12220,Consumer,Post-IPO,2.0,2023,37.48522,-122.23635,Consumer,0.17082623261628355,113.24898568126481
iCAD,Nashua,USA,North America,23,2023-03-29,28.0,82,59,Healthcare,Post-IPO,59.0,2023,42.76537,-71.46757,Healthcare,0.5421634367891365,286.19442704934613
Lucid Motors,San Francisco Bay Area,USA,North America,1300,2023-03-28,18.0,7222,5922,Transportation,Post-IPO,8300.0,2023,37.52966,-122.04024,Other,0.31267793340442784,149.10145341991296
AEye,San Francisco Bay Area,USA,North America,46,2023-03-28,33.0,139,93,Transportation,Post-IPO,314.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Glassdoor,San Francisco Bay Area,USA,North America,140,2023-03-22,15.0,933,793,HR,Acquired,204.0,2023,37.77493,-122.41942,HR,0.06034258863211765,164.1777929426829
Wejo,Chester,United Kingdom,Europe,40,2023-03-22,16.0,250,210,Transportation,Post-IPO,376.0,2023,53.1905,-2.89189,Other,0.31267793340442784,149.10145341991296
Smallcase,Bengaluru,India,Asia,15,2023-03-21,4.0,375,360,Finance,Series C,62.0,2023,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Amazon,Seattle,USA,North America,9000,2023-03-20,2.295918367346939,392000,383000,Retail,Post-IPO,108.0,2023,47.60621,-122.33207,Consumer,0.17082623261628355,113.24898568126481
Livspace,Bengaluru,India,Asia,100,2023-03-17,2.0,5000,4900,Retail,Series F,431.0,2023,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
Freshworks,San Francisco Bay Area,USA,North America,114,2023-03-16,2.0,5700,5586,Support,Post-IPO,484.0,2023,37.56299,-122.32553,Other,0.31267793340442784,149.10145341991296
Course Hero,San Francisco Bay Area,USA,North America,42,2023-03-16,15.0,280,238,Education,Series C,477.0,2023,37.48522,-122.23635,Other,0.31267793340442784,149.10145341991296
Leafly,Seattle,USA,North America,40,2023-03-16,21.0,190,150,Retail,Post-IPO,71.0,2023,47.60621,-122.33207,Consumer,0.17082623261628355,113.24898568126481
Dukaan,Bengaluru,India,Asia,56,2023-03-15,30.0,187,131,Retail,Series A,17.0,2023,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
Boxed,New York City,USA,North America,32,2023-03-15,25.0,128,96,Retail,Post-IPO,365.0,2023,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
TradeWindow,Auckland,New Zealand,Australia,25,2023-03-15,30.0,83,58,Finance,Series B,24.0,2023,-36.84853,174.76349,Other,0.31267793340442784,149.10145341991296
Meta,San Francisco Bay Area,USA,North America,10000,2023-03-14,13.5841170323929,73615,63615,Consumer,Post-IPO,26000.0,2023,37.45383,-122.18219,Consumer,0.17082623261628355,113.24898568126481
Fetch,Madison,USA,North America,100,2023-03-14,10.0,1000,900,Retail,Series E,581.0,2023,43.07305,-89.40123,Consumer,0.17082623261628355,113.24898568126481
Anchorage Digital,San Francisco Bay Area,USA,North America,75,2023-03-14,20.0,375,300,Crypto,Series D,487.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Avidbots,Kitchener,Canada,North America,50,2023-03-14,14.0,357,307,Hardware,Series C,106.0,2023,43.42537,-80.5112,Other,0.31267793340442784,149.10145341991296
Kaleidoscope,Minneapolis,USA,North America,15,2023-03-14,30.0,50,35,Finance,Series A,16.0,2023,44.97997,-93.26384,Other,0.31267793340442784,149.10145341991296
Xero,Wellington,New Zealand,Australia,800,2023-03-09,15.0,5333,4533,Finance,Post-IPO,681.0,2023,-41.28664,174.77557,Other,0.31267793340442784,149.10145341991296
Gopuff,Philadelphia,USA,North America,100,2023-03-09,2.0,5000,4900,Food,Series H,3400.0,2023,39.95238,-75.16362,Consumer,0.17082623261628355,113.24898568126481
Wattpad,Toronto,Canada,North America,42,2023-03-08,15.0,280,238,Media,Acquired,117.0,2023,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Pristyn Care,Gurugram,India,Asia,300,2023-03-07,15.0,2000,1700,Healthcare,Series E,177.0,2023,28.4601,77.02635,Healthcare,0.5421634367891365,286.19442704934613
Zwift,Los Angeles,USA,North America,80,2023-03-07,15.0,533,453,Fitness,Series C,619.0,2023,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
SiriusXM,New York City,USA,North America,475,2023-03-06,8.0,5938,5463,Media,Post-IPO,525.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Embark Trucks,San Francisco Bay Area,USA,North America,230,2023-03-03,70.0,329,99,Transportation,Post-IPO,317.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Zscaler,San Francisco Bay Area,USA,North America,177,2023-03-02,3.0,5900,5723,Security,Post-IPO,148.0,2023,37.33939,-121.89496,Other,0.31267793340442784,149.10145341991296
Fittr,Pune,India,Asia,30,2023-03-02,11.0,273,243,Fitness,Series A,13.0,2023,18.51957,73.85535,Other,0.31267793340442784,149.10145341991296
CNET,San Francisco Bay Area,USA,North America,12,2023-03-02,10.0,120,108,Media,Acquired,20.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
iFood,Sao Paulo,Brazil,South America,355,2023-03-01,6.0,5917,5562,Food,Subsidi…,2100.0,2023,-23.5475,-46.63611,Consumer,0.17082623261628355,113.24898568126481
Waymo,San Francisco Bay Area,USA,North America,209,2023-03-01,8.0,2613,2404,Transportation,Subsidi…,5.5,2023,37.38605,-122.08385,Other,0.31267793340442784,149.10145341991296
PayFit,Paris,France,Europe,200,2023-03-01,20.0,1000,800,HR,Series E,495.0,2023,48.85341,2.3488,HR,0.06034258863211765,164.1777929426829
Sonder,San Francisco Bay Area,USA,North America,100,2023-03-01,14.0,714,614,Travel,Post-IPO,839.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Eventbrite,San Francisco Bay Area,USA,North America,80,2023-02-28,8.0,1000,920,Consumer,Post-IPO,557.0,2023,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Cerebral,Walnut,USA,North America,285,2023-02-27,15.0,1900,1615,Healthcare,Series C,462.0,2023,34.02029,-117.86534,Healthcare,0.5421634367891365,286.19442704934613
Palantir,Denver,USA,North America,75,2023-02-27,2.0,3750,3675,Data,Post-IPO,3000.0,2023,39.73915,-104.9847,Other,0.31267793340442784,149.10145341991296
Outreach,Seattle,USA,North America,70,2023-02-27,7.0,1000,930,Sales,Series G,489.0,2023,47.60621,-122.33207,Other,0.31267793340442784,149.10145341991296
Stytch,San Francisco Bay Area,USA,North America,19,2023-02-27,25.0,76,57,Security,Series B,126.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Twitter,San Francisco Bay Area,USA,North America,200,2023-02-25,10.0,2000,1800,Consumer,Post-IPO,12900.0,2023,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
OneFootball,Berlin,Germany,Europe,150,2023-02-23,32.0,469,319,Marketing,Series D,442.0,2023,52.52437,13.41053,Retail,0.04584106071309091,193.58928577969698
Green Labs,Seoul,South Korea,Asia,350,2023-02-21,70.0,500,150,Food,Series C,214.0,2023,37.566,126.9784,Consumer,0.17082623261628355,113.24898568126481
Basis Technologies,Chicago,USA,North America,40,2023-02-21,4.0,1000,960,Marketing,Series B,52.0,2023,41.85003,-87.65005,Retail,0.04584106071309091,193.58928577969698
Fireblocks,New York City,USA,North America,30,2023-02-20,5.0,600,570,Crypto,Series E,1000.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Micron,Boise,USA,North America,2400,2023-02-17,5.0,48000,45600,Hardware,Post-IPO,50.0,2023,43.6135,-116.20345,Other,0.31267793340442784,149.10145341991296
Chipper Cash,San Francisco Bay Area,USA,North America,100,2023-02-17,33.0,303,203,Finance,Series C,302.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
DocuSign,San Francisco Bay Area,USA,North America,680,2023-02-16,10.0,6800,6120,Sales,Post-IPO,536.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
The RealReal,San Francisco Bay Area,USA,North America,230,2023-02-16,7.0,3286,3056,Retail,Post-IPO,356.0,2023,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Wix,Tel Aviv,Israel,Asia,370,2023-02-15,6.0,6167,5797,Marketing,Post-IPO,58.0,2023,32.08088,34.78057,Retail,0.04584106071309091,193.58928577969698
ServiceTitan,Los Angeles,USA,North America,221,2023-02-15,8.0,2763,2542,Sales,Series G,1100.0,2023,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Neon,Sao Paulo,Brazil,South America,210,2023-02-15,9.0,2333,2123,Finance,Series D,720.0,2023,-23.5475,-46.63611,Other,0.31267793340442784,149.10145341991296
DigitalOcean,New York City,USA,North America,200,2023-02-15,11.0,1818,1618,Infrastructure,Post-IPO,491.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Sprinklr,New York City,USA,North America,100,2023-02-15,4.0,2500,2400,Support,Post-IPO,429.0,2023,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
iRobot,Boston,USA,North America,85,2023-02-13,7.0,1214,1129,Consumer,Acquired,30.0,2023,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
Moladin,Jakarta,Indonesia,Asia,360,2023-02-12,11.0,3273,2913,Transportation,Series B,138.0,2023,-6.21462,106.84513,Other,0.31267793340442784,149.10145341991296
TripleLift,New York City,USA,North America,100,2023-02-10,20.0,500,400,Marketing,Acquired,16.0,2023,40.71427,-74.00597,Retail,0.04584106071309091,193.58928577969698
Titan Medical,Toronto,Canada,North America,48,2023-02-10,72.0,67,19,Healthcare,Post-IPO,278.0,2023,43.70643,-79.39864,Healthcare,0.5421634367891365,286.19442704934613
Yahoo,San Francisco Bay Area,USA,North America,1600,2023-02-09,20.0,8000,6400,Consumer,Acquired,6.0,2023,37.36883,-122.03635,Consumer,0.17082623261628355,113.24898568126481
MiSan Franciscoits Market,Philadelphia,USA,North America,649,2023-02-09,33.0,1967,1318,Food,Series C,526.0,2023,39.95238,-75.16362,Consumer,0.17082623261628355,113.24898568126481
Deliveroo,London,United Kingdom,Europe,350,2023-02-09,9.0,3889,3539,Food,Post-IPO,1700.0,2023,51.50853,-0.12574,Consumer,0.17082623261628355,113.24898568126481
Olive AI,Columbus,USA,North America,215,2023-02-09,35.0,614,399,Healthcare,Series H,856.0,2023,39.96118,-82.99879,Healthcare,0.5421634367891365,286.19442704934613
Oportun,San Francisco Bay Area,USA,North America,155,2023-02-09,10.0,1550,1395,Finance,Post-IPO,566.0,2023,37.50716,-122.26052,Other,0.31267793340442784,149.10145341991296
GitLab,San Francisco Bay Area,USA,North America,130,2023-02-09,7.0,1857,1727,Product,Post-IPO,413.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Veriff,Tallinn,Estonia,Europe,66,2023-02-09,12.0,550,484,Security,Series C,192.0,2023,59.43696,24.75353,Other,0.31267793340442784,149.10145341991296
REE Automotive,Tel Aviv,Israel,Asia,31,2023-02-09,11.0,282,251,Transportation,Post-IPO,317.0,2023,32.08088,34.78057,Other,0.31267793340442784,149.10145341991296
GoDaddy,Phoenix,USA,North America,530,2023-02-08,8.0,6625,6095,Marketing,Post-IPO,800.0,2023,33.44838,-112.07404,Retail,0.04584106071309091,193.58928577969698
Affirm,San Francisco Bay Area,USA,North America,500,2023-02-08,19.0,2632,2132,Finance,Post-IPO,1500.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Gusto,San Francisco Bay Area,USA,North America,126,2023-02-08,5.0,2520,2394,HR,Series E,746.0,2023,37.77493,-122.41942,HR,0.06034258863211765,164.1777929426829
Gong,San Francisco Bay Area,USA,North America,80,2023-02-08,7.0,1143,1063,Sales,Series E,583.0,2023,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Beam Benefits,Columbus,USA,North America,31,2023-02-08,8.0,388,357,Healthcare,Series E,168.0,2023,39.96118,-82.99879,Healthcare,0.5421634367891365,286.19442704934613
Equitybee,San Francisco Bay Area,USA,North America,24,2023-02-08,25.0,96,72,Finance,Series B,85.0,2023,37.44188,-122.14302,Other,0.31267793340442784,149.10145341991296
eBay,San Francisco Bay Area,USA,North America,500,2023-02-07,4.0,12500,12000,Retail,Post-IPO,1200.0,2023,37.33939,-121.89496,Consumer,0.17082623261628355,113.24898568126481
SecureWorks,Atlanta,USA,North America,212,2023-02-07,9.0,2356,2144,Security,Post-IPO,83.0,2023,33.749,-84.38798,Other,0.31267793340442784,149.10145341991296
